28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RA-AFO0084,National,AFO0084},ND,Ford,Mercielago,1,CN-AFO0084,GroupFR00084,LGA,South Jennyferside,8785 Estelle Lodge,Block 000084,Hickletown,MD,32882,2025-10-10 00:00:00,GroupFR00084,LGA,South Jennyferside,8785 Estelle Lodge,Block 000084,Hickletown,MD,32882,2025-12-12 00:00:00,,,,,,,,,,FALSE,
RA-AFO0085,National,AFO0085=,OH,Chrysler,Wrangler,1,CN-AFO0085,GroupFR00085,JAN,Greeley,8801 Frankie Views,Block 000085,Port Kayleyfield,OK,36153,2025-10-10 00:00:00,GroupFR00085,JAN,Greeley,8801 Frankie Views,Block 000085,Port Kayleyfield,OK,36153,2025-12-12 00:00:00,,,,,,,,,,FALSE,
RA-AFO0086,Alamo,AFO0086+,OK,Audi,911,1,CN-AFO0086,GroupFR00086,RAP,Beaverton,1017 Marsh Lane,Block 000086,New Novellaview,CA,33631,2025-10-10 00:00:00,GroupFR00086,RAP,Beaverton,1017 Marsh Lane,Block 000086,New Novellaview,CA,33631,2025-12-12 00:00:00,,,,,,,,,,FALSE,
RA-AFO0087,Enterprise,AFO0087-,OR,Mazda,Spyder,1,CN-AFO0087,GroupFR00087,OGG,National City,84219 Kerluke Forges,Block 000087,Ashleighside,AR,37886,2025-10-10 00:00:00,GroupFR00087,OGG,National City,84219 Kerluke Forges,Block 000087,Ashleighside,AR,37886,2025-12-12 00:00:00,,,,,,,,,,FALSE,
RA-AFO0088,National,AFO0088_,PA,Rolls Royce,Wrangler,1,CN-AFO0088,GroupFR00088,BIL,Effertzburgh,877 Emmitt Street,Block 000088,Stokesfort,AK,35424,2025-10-10 00:00:00,GroupFR00088,BIL,Effertzburgh,877 Emmitt Street,Block 000088,Stokesfort,AK,35424,2025-12-12 00:00:00,,,,,,,,,,FALSE,
RA-AFO0089,Enterprise,AFO0089),RI,Vauxhall,Mercielago,1,CN-AFO0089,GroupFR00089,MSN,West Briana,668 Keeling Lodge,Block 000089,Texas City,NV,33603,2025-10-10 00:00:00,GroupFR00089,MSN,West Briana,668 Keeling Lodge,Block 000089,Texas City,NV,33603,2025-12-12 00:00:00,,,,,,,,,,FALSE,
RA-AFO0090,Enterprise,AFO0090(,SC,Ford,Element,1,CN-AFO0090,GroupFR00090,DTW,Friesenland,13422 Myrl Dam,Block 000090,Lake Toy,MO,30651,2025-10-10 00:00:00,GroupFR00090,DTW,Friesenland,13422 Myrl Dam,Block 000090,Lake Toy,MO,30651,2025-12-12 00:00:00,,,,,,,,,,FALSE,
RA-AFO0091,Alamo,AFO0091*,SD,Aston Martin,Explorer,1,CN-AFO0091,GroupFR00091,PSP,East Deloresshire,9246 Dooley Stravenue,Block 000091,Port Theresebury,SC,33442,2025-10-10 00:00:00,GroupFR00091,PSP,East Deloresshire,9246 Dooley Stravenue,Block 000091,Port Theresebury,SC,33442,2025-12-12 00:00:00,,,,,,,,,,FALSE,
RA-AFO0092,National,AFO0092&,TN,Tata,Model 3,1,CN-AFO0092,GroupFR00092,MHT,Wichita,9939 Blanda Point,Block 000092,Felicitycester,DE,30814,2025-10-10 00:00:00,GroupFR00092,MHT,Wichita,9939 Blanda Point,Block 000092,Felicitycester,DE,30814,2025-12-12 00:00:00,,,,,,,,,,FALSE,
RA-AFO0093,Alamo,AFO0093^,TX,Aston Martin,Countach,1,CN-AFO0093,GroupFR00093,SNA,New Medaton,3151 Kozey Junctions,Block 000093,Desireeside,AZ,35986,2025-10-10 00:00:00,GroupFR00093,SNA,New Medaton,3151 Kozey Junctions,Block 000093,Desireeside,AZ,35986,2025-12-12 00:00:00,,,,,,,,,,FALSE,
RA-AFO0094,Enterprise,AFO0094%,UT,Vauxhall,Altima,1,CN-AFO0094,GroupFR00094,CRP,South Omaport,8035 Barton Green,Block 000094,West Valley City,NJ,31111,2025-10-10 00:00:00,GroupFR00094,CRP,South Omaport,8035 Barton Green,Block 000094,West Valley City,NJ,31111,2025-12-12 00:00:00,,,,,,,,,,FALSE,
RA-AFO0095,Enterprise,AFO0095$,VT,Maruti,F-150,1,CN-AFO0095,GroupFR00095,SBP,North Miloport,8957 Pennsylvania Avenue,Block 000095,Hoboken,KY,35580,2025-10-10 00:00:00,GroupFR00095,SBP,North Miloport,8957 Pennsylvania Avenue,Block 000095,Hoboken,KY,35580,2025-12-12 00:00:00,,,,,,,,,,FALSE,
RA-AFO0096,Alamo,AFO0096#,VA,Audi,CX-9,1,CN-AFO0096,GroupFR00096,ANC,West Clovis,3894 Brakus Islands,Block 000096,Port Sheilafort,MS,32334,2025-10-10 00:00:00,GroupFR00096,ANC,West Clovis,3894 Brakus Islands,Block 000096,Port Sheilafort,MS,32334,2025-12-12 00:00:00,,,,,,,,,,FALSE,
RA-AFO0097,Alamo,AFO0097@,WA,Porsche,Volt,1,CN-AFO0097,GroupFR00097,TLH,Erdmanburgh,1505 Larch Close,Block 000097,Brekketown,FL,35970,2025-10-10 00:00:00,GroupFR00097,TLH,Erdmanburgh,1505 Larch Close,Block 000097,Brekketown,FL,35970,2025-12-12 00:00:00,,,,,,,,,,FALSE,
RA-AFO0098,Alamo,AFO0098!,WV,Maruti,Jetta,1,CN-AFO0098,GroupFR00098,LAS,Beahantown,29284 Vandervort Centers,Block 000098,Domenicostad,LA,38853,2025-10-10 00:00:00,GroupFR00098,LAS,Beahantown,29284 Vandervort Centers,Block 000098,Domenicostad,LA,38853,2025-12-12 00:00:00,,,,,,,,,,FALSE,
RA-AFO0099,National,AFO0099`,WI,Land Rover,Alpine,1,CN-AFO0099,GroupFR00099,TUL,Markusfield,8411 Ignatius Extension,Block 000099,Taylorside,CO,32179,2025-10-10 00:00:00,GroupFR00099,TUL,Markusfield,8411 Ignatius Extension,Block 000099,Taylorside,CO,32179,2025-12-12 00:00:00,,,,,,,,,,FALSE,
RA-AFO0100,Enterprise,AFO0100~,WY,Fiat,Jetta,1,CN-AFO0100,GroupFR00100,BOI,Parkerport,473 Murphy Plain,Block 000100,East Gerardo,CO,35847,2025-10-10 00:00:00,GroupFR00100,BOI,Parkerport,473 Murphy Plain,Block 000100,East Gerardo,CO,35847,2025-12-12 00:00:00,,,,,,,,,,FALSE,
RA-ZAO0101,Enterprise,ZAO0101,WY,Fiat,Jetta,1,CN-ZAO0101,GroupFR00100,BOI,Parkerport,473 Murphy Plain,Block 000100,East Gerardo,CO,35847,2025-10-10 00:00:00,GroupFR00100,BOI,Parkerport,473 Murphy Plain,Block 000100,East Gerardo,CO,35847,2025-12-12 00:00:00,,,,,,,,,,FALSE,
